classical,svm_q4,svm_q11
0.9161312673217434,0.9165406903502141,0.9250440917107583
0.8912824389014865,0.887912572436382,0.9038800705467372
0.9047619047619048,0.8818342151675485,0.9003842277651801
0.9002582514487276,0.8889833711262283,0.8953451751070799
0.9049823633156967,0.9041635172587553,0.9106827916351725
0.8992189468379945,0.880228017132779,0.8981796422272612
0.8972033257747544,0.8923217435122197,0.9033131771227009
0.8946208112874781,0.8941798941798941,0.8968253968253967
0.9065255731922398,0.9122574955908289,0.9256424792139079
0.8783383723859914,0.8834089191232048,0.8915028974552784
0.8784328546233309,0.8639140841521793,0.8854245401864449
0.8883219954648526,0.8760393046107331,0.9042579994960948
0.9031872008062484,0.8859914336104812,0.9123834719072814
0.9108402620307382,0.9079428067523305,0.9245086923658352
0.9068405139833711,0.9097694633408919,0.9147140337616528
0.9038485764676241,0.8905580750818847,0.8981796422272613
0.8905580750818846,0.8816767447719829,0.8961640211640212
0.8797556059460822,0.8823696145124716,0.8887314184933233
0.914493575207861,0.8991244646006551,0.9177374653565129
0.91871378180902,0.9093285462333082,0.9167926429831192
0.9206664147140337,0.9171075837742505,0.9156903502141599
0.9007621567145376,0.8923847316704459,0.9178319475938523
0.9117850844041321,0.908320735701688,0.9204459561602418
0.9261148904006047,0.9236583522297808,0.9338309397833208
0.9195326278659612,0.9209183673469388,0.921201814058957
0.9236583522297809,0.9171075837742505,0.9336419753086419
0.8983371126228269,0.8989040060468632,0.9018959435626102
0.8901801461325272,0.88869992441421,0.8917233560090703
0.9256739732930209,0.9102418745275888,0.9279100529100529
0.9071554547745022,0.8975812547241119,0.9132338120433359
0.9104623330813807,0.8868102796674224,0.9177059712773998
0.9043524817334341,0.8978017132779037,0.9066515495086923
0.9153754094230285,0.8872197026958931,0.9081947593852355
0.8896132527084907,0.875,0.8894872763920383
0.9136747291509197,0.9104938271604939,0.9170445956160242
0.9049823633156967,0.8920382968002016,0.9148400100781053
0.9195326278659611,0.9177374653565129,0.9274691358024691
0.9148715041572184,0.9077538422776519,0.9257054673721341
0.9132023179642227,0.9042265054169816,0.9115961199294532
0.8801020408163266,0.8695830183925422,0.8882590073066263
0.9294217687074829,0.9214537666918619,0.9329176114890401
0.8844482237339379,0.8714096749811036,0.8926681783824642
0.8863378684807257,0.8893927941546989,0.9055492567397329
0.9013920382968003,0.8889518770471152,0.9083522297808011
0.8925736961451247,0.8857394809775763,0.8958175862937767
0.9164777021919879,0.9116276140085664,0.9159108087679516
0.8995023935500126,0.8870937263794407,0.895156210632401
0.8720080624842529,0.8501826656588561,0.8740551776266061
0.8972033257747544,0.8970143613000755,0.8966994205089444
0.9171390778533636,0.9195641219450743,0.9297682035777274
0.9017384731670446,0.8893298059964726,0.9081317712270093
0.8887629125724363,0.891880826404636,0.8970143613000755
0.9201310153691106,0.9320357772738724,0.940854119425548
0.9165091962711011,0.9139266817838245,0.9286659108087678
0.9071869488536155,0.9212333081380699,0.9283824640967498
0.9135802469135803,0.9033446712018139,0.9178319475938523
0.9059586797682035,0.8923217435122198,0.9111552028218695
0.888920382968002,0.8843852355757117,0.8955971277399849
0.908793146888385,0.8840388007054674,0.9073759133282943
0.9097694633408918,0.8940854119425548,0.9089821113630637
0.8961955152431343,0.888731418493323,0.9184303350970018
0.8994079113126732,0.9000377928949358,0.9024313429075334
0.9238158226253465,0.9095175107079868,0.9157218442932729
0.8822436381960193,0.8717876039304611,0.8971088435374149
0.889676240866717,0.8893298059964727,0.9126984126984127
0.9019589317208364,0.888416477702192,0.9055177626606197
0.9184303350970018,0.911533131771227,0.9207923910304862
0.8865268329554044,0.8994708994708994,0.9015495086923657
0.8890463592844545,0.8906525573192239,0.9093600403124212
0.9061791383219955,0.889676240866717,0.9070294784580498
0.9000692869740489,0.8902431342907533,0.9005416981607458
0.9089821113630638,0.9168871252204586,0.9119425547996977
0.9009196271101033,0.8830939783320736,0.8954396573444192
0.9120370370370371,0.892416225749559,0.9089506172839505
0.9172020660115898,0.9124779541446207,0.9161627614008566
0.8932980599647267,0.8731103552532125,0.8935815066767447
0.886463844797178,0.8687011841773746,0.8722285210380449
0.9305870496346687,0.9128558830939782,0.9306815318720081
0.8766691861929957,0.8633156966490301,0.8789682539682541
0.896132527084908,0.8835978835978836,0.9057067271352987
0.8978961955152431,0.9017384731670446,0.9143046107331821
0.9014865205341396,0.882936507936508,0.9030297304106828
0.9318468127991938,0.9238473167044595,0.9339884101788863
0.8798185941043084,0.8697404887881077,0.8793146888384984
0.882495590828924,0.8727954144620812,0.892636684303351
0.8852040816326531,0.8808264046359283,0.881960191484001
0.9109977324263039,0.9062736205593349,0.9111237087427564
0.89887251196775,0.8734567901234567,0.9109977324263039
0.8645439657344419,0.8576782564877803,0.8859914336104812
0.9087616528092718,0.9009511211892164,0.9166666666666665
0.8994708994708995,0.8965419501133787,0.901329050138574
0.8877236079617032,0.8912194507432604,0.9067460317460317
0.890400604686319,0.8820861678004533,0.8919123204837491
0.908320735701688,0.8910934744268078,0.9175485008818343
0.8804484756865709,0.8623078861174099,0.8767951625094482
0.8758818342151674,0.8761022927689593,0.890400604686319
0.8860859158478206,0.8740866717057194,0.8837868480725624
0.9239103048626858,0.9071869488536156,0.9245716805240615
0.9084152179390275,0.8917863441672966,0.91055681531872
0.9126984126984127,0.889424288233812,0.9152809271856891
