classical,svm_q4,svm_q8
0.9150604686318973,0.8909360040312421,0.9075018896447469
0.8870622323003275,0.884920634920635,0.8949357520786092
0.9055177626606198,0.8541824137062233,0.8816452506928697
0.8962270093222474,0.8495212899974806,0.8855505165028975
0.9027462836986646,0.878243890148652,0.8946837994457042
0.8974867724867726,0.8635676492819351,0.8926051902242378
0.8972663139329805,0.8777084908037289,0.893896447467876
0.8895817586293777,0.8650793650793652,0.8898652053413959
0.9052343159486016,0.8943373645754599,0.9037855883093978
0.8792517006802721,0.8600088183421517,0.8766691861929957
0.8743386243386243,0.8566704459561603,0.8712207105064247
0.8922272612748803,0.8661186696900983,0.8960695389266818
0.9030297304106828,0.895124716553288,0.8979591836734694
0.9092025699168557,0.8923217435122197,0.9123834719072815
0.9085097001763669,0.8926996724615772,0.9044469639707735
0.8986835474930712,0.858843537414966,0.8832199546485261
0.8862118921642731,0.8572058453010833,0.8862433862433863
0.8806689342403627,0.8561980347694633,0.8808893927941547
0.9107457797933989,0.8942428823381205,0.9205404383975813
0.9141786344167296,0.8698034769463341,0.899848828420257
0.9217057193247669,0.9023998488284202,0.9165406903502141
0.9018329554043839,0.8820861678004535,0.9119110607205846
0.9095490047871,0.8784328546233309,0.906809019904258
0.9261148904006047,0.9115016376921139,0.9336104812295288
0.9148715041572183,0.8964159737969262,0.9253275384227764
0.920477450239355,0.9000377928949357,0.9292328042328043
0.8982741244646006,0.8737402368354749,0.8852040816326531
0.8870307382212144,0.8517888636936256,0.8903061224489797
0.9220836482741245,0.8917548500881833,0.9173280423280423
0.9033446712018142,0.8807949105568154,0.8961640211640212
0.9071554547745024,0.8857079868984632,0.9097694633408918
0.8999118165784833,0.8851725875535399,0.9051398337112623
0.9139266817838246,0.8878180901990426,0.9057697152935248
0.8851095993953136,0.8549382716049382,0.878747795414462
0.9094230284706476,0.8992819349962207,0.9160052910052909
0.901832955404384,0.8785273368606702,0.9065885613504661
0.9195011337868481,0.8844797178130511,0.9194381456286218
0.9144935752078609,0.9038485764676241,0.9181153943058705
0.9098639455782314,0.8786218190980095,0.9055177626606198
0.876732174351222,0.8624338624338623,0.8688901486520535
0.9244771982867221,0.8768896447467877,0.9167296548248929
0.8829994960947342,0.8563869992441421,0.8701184177374652
0.885959939531368,0.8545603426555807,0.8945893172083648
0.899313429075334,0.8712522045855379,0.8938649533887629
0.8895817586293776,0.8564184933232553,0.8791572184429327
0.9146825396825397,0.8867787855883094,0.9082577475434618
0.9034706475182666,0.8634416729654825,0.8885739480977576
0.8706853111615016,0.8309397833207358,0.8613945578231292
0.8919753086419753,0.8944633408919123,0.8953136810279668
0.9115016376921139,0.8870622323003277,0.9147455278407659
0.9002897455278407,0.880007558578987,0.8961010330057949
0.8832829428067522,0.8744016124968506,0.9020534139581757
0.9223670949861427,0.905612244897959,0.9200365331317713
0.9127299067775257,0.8984315948601662,0.9211703199798438
0.9103678508440414,0.87600781053162,0.9168241370622322
0.9147140337616528,0.8693625598387503,0.9086671705719325
0.9034076593600404,0.8925422020660115,0.901329050138574
0.8900856638951877,0.8693940539178633,0.8875661375661376
0.9066200554295794,0.880228017132779,0.8965734441924919
0.9084152179390275,0.8832829428067523,0.8998173343411437
0.8910934744268078,0.8761022927689595,0.8991559586797683
0.8971718316956412,0.8622448979591836,0.8981481481481483
0.925673973293021,0.8913769211388259,0.914021164021164
0.8794406651549509,0.8704963466868229,0.8918493323255228
0.8896447467876039,0.8678193499622071,0.8956601158982112
0.9003212396069539,0.8701499118165786,0.912540942302847
0.9136117409926934,0.8911879566641472,0.9027777777777778
0.8875346434870244,0.8734882842025697,0.8993449231544469
0.8875031494079114,0.8631267321743512,0.8953451751070798
0.9002897455278407,0.8567334341143865,0.8917863441672965
0.8950617283950617,0.8877865961199295,0.8944318468127991
0.9054232804232805,0.8748110355253212,0.9064625850340136
0.894904257999496,0.8685122197026959,0.889928193499622
0.9081317712270094,0.8782123960695389,0.9068405139833712
0.9136747291509196,0.8971718316956412,0.9159108087679516
0.8903061224489796,0.8812673217435122,0.8881330309901738
0.8847946586041823,0.8490173847316703,0.8796296296296297
0.9315633660871755,0.8803224993701184,0.9139581758629377
0.872008062484253,0.8364197530864198,0.8637881078357268
0.8908100277147897,0.8692680776014109,0.8944948349710253
0.8979591836734694,0.8753149407911311,0.9122260015117157
0.9042894935752078,0.8530801209372637,0.8897392290249434
0.928413958175863,0.908289241622575,0.9168871252204587
0.8787477954144621,0.8548122952884856,0.8619299571680523
0.8793146888384983,0.882464096749811,0.8887944066515495
0.8806059460821366,0.8370496346686822,0.8750314940791131
0.9102733686067019,0.8881015369110608,0.909800957420005
0.8950932224741749,0.858623078861174,0.8899281934996219
0.8685437137818091,0.8385928445452255,0.8623078861174099
0.906053162005543,0.8798500881834215,0.8934870244394054
0.8954081632653061,0.8596623834719073,0.8917548500881834
0.8862118921642731,0.8669375157470396,0.8893298059964727
0.8860544217687075,0.8709372637944066,0.8826215671453768
0.904824892920131,0.8867787855883094,0.9081317712270093
0.8836608717561097,0.8307508188460568,0.8613000755857898
0.8784643487024439,0.8602607709750567,0.8747795414462081
0.8836293776769966,0.8522927689594356,0.8821491559586797
0.9247921390778534,0.8886369362559838,0.9169501133786849
0.9067145376669187,0.8575522801713278,0.9000062988158226
0.9075018896447469,0.8603552532123961,0.9032186948853617
