classical,qsvm
0.8403361344537815,0.7899159663865546
0.8375350140056023,0.8095238095238095
0.8487394957983193,0.834733893557423
0.8151260504201681,0.7983193277310925
0.8515406162464986,0.8487394957983193
0.834733893557423,0.8235294117647058
0.8431372549019608,0.8235294117647058
0.8179271708683473,0.7927170868347339
0.834733893557423,0.7899159663865546
0.8291316526610645,0.8095238095238095
0.8179271708683473,0.8011204481792717
0.8375350140056023,0.8179271708683473
0.8263305322128851,0.8207282913165266
0.8319327731092437,0.8151260504201681
0.8179271708683473,0.8123249299719888
0.8123249299719888,0.8179271708683473
0.8151260504201681,0.7983193277310925
0.8151260504201681,0.7983193277310925
0.8431372549019608,0.8123249299719888
0.8123249299719888,0.7899159663865546
0.8375350140056023,0.8431372549019608
0.8151260504201681,0.8067226890756303
0.8515406162464986,0.834733893557423
0.8487394957983193,0.8235294117647058
0.8403361344537815,0.8151260504201681
0.8515406162464986,0.803921568627451
0.8207282913165266,0.8067226890756303
0.8095238095238095,0.8095238095238095
0.8375350140056023,0.7983193277310925
0.8151260504201681,0.7955182072829131
0.8179271708683473,0.7871148459383753
0.7955182072829131,0.7983193277310925
0.8123249299719888,0.7787114845938375
0.8375350140056023,0.8375350140056023
0.834733893557423,0.8123249299719888
0.8375350140056023,0.8235294117647058
0.8403361344537815,0.8403361344537815
0.8375350140056023,0.8067226890756303
0.8207282913165266,0.8123249299719888
0.8123249299719888,0.803921568627451
0.8571428571428571,0.8319327731092437
0.834733893557423,0.8319327731092437
0.84593837535014,0.8375350140056023
0.8403361344537815,0.8235294117647058
0.8487394957983193,0.8095238095238095
0.8403361344537815,0.834733893557423
0.8375350140056023,0.8263305322128851
0.8431372549019608,0.8263305322128851
0.8263305322128851,0.8151260504201681
0.8207282913165266,0.8431372549019608
0.8263305322128851,0.8067226890756303
0.8319327731092437,0.8011204481792717
0.8431372549019608,0.8403361344537815
0.834733893557423,0.8207282913165266
0.7899159663865546,0.7871148459383753
0.8263305322128851,0.803921568627451
0.8235294117647058,0.803921568627451
0.834733893557423,0.8179271708683473
0.8487394957983193,0.8263305322128851
0.7983193277310925,0.7759103641456583
0.8123249299719888,0.7843137254901961
0.8151260504201681,0.7871148459383753
0.834733893557423,0.8291316526610645
0.8319327731092437,0.8291316526610645
0.8599439775910365,0.8431372549019608
0.865546218487395,0.8403361344537815
0.8487394957983193,0.803921568627451
0.8515406162464986,0.8235294117647058
0.8067226890756303,0.7815126050420168
0.834733893557423,0.803921568627451
0.7927170868347339,0.7927170868347339
0.8291316526610645,0.7955182072829131
0.8235294117647058,0.8151260504201681
0.8403361344537815,0.8235294117647058
0.84593837535014,0.8375350140056023
0.8179271708683473,0.7759103641456583
0.8179271708683473,0.7955182072829131
0.8151260504201681,0.8095238095238095
0.8291316526610645,0.803921568627451
0.8515406162464986,0.8403361344537815
0.8431372549019608,0.8095238095238095
0.8207282913165266,0.8095238095238095
0.8263305322128851,0.8067226890756303
0.8291316526610645,0.8319327731092437
0.84593837535014,0.7955182072829131
0.8319327731092437,0.8011204481792717
0.8291316526610645,0.8011204481792717
0.8151260504201681,0.8011204481792717
0.8403361344537815,0.834733893557423
0.84593837535014,0.8375350140056023
0.8375350140056023,0.8179271708683473
0.8235294117647058,0.8151260504201681
0.8011204481792717,0.7899159663865546
0.8291316526610645,0.7983193277310925
0.8403361344537815,0.8151260504201681
0.8403361344537815,0.803921568627451
0.8123249299719888,0.7787114845938375
0.8515406162464986,0.8375350140056023
0.7983193277310925,0.7815126050420168
0.834733893557423,0.8151260504201681
